-330 635
263 161
-117 -421
-860 -68
-765 963
370 1413
1411 598
1253 -705
150 -1177
-620 -526
-335 220
334 66
245 -695
-697 -865
-1374 64
-846 1223
439 1368
1164 398
714 -535
-118 -482
-196 204
503 356
896 -436
210 -1267
-989 -1043
-1422 149
-652 1086
395 886
590 39
-38 -276
-402 294
187 859
1103 444
1169 -717
143 -1398
-943 -878
-1010 206
-220 642
302 137
-98 -385
-763 -30
-621 895
429 1230
1310 428
1067 -744
25 -1082
-634 -423
-309 251
309 75
197 -618
-663 -730
-1218 146
-668 1159
503 1198
1091 266
615 -566
-159 -458
-208 185
443 310
768 -419
114 -1133
-947 -864
-1263 235
-506 1029
433 779
562 -12
-37 -277
-357 257
192 743
995 337
1001 -700
44 -1258
-904 -730
-906 254
-165 611
295 131
-76 -339
-659 -4
-503 806
440 1059
1179 308
910 -721
-40 -977
-604 -351
-287 252
270 77
153 -531
-596 -606
-1053 176
-538 1038
493 1034
979 191
528 -529
-153 -413
-184 156
380 256
648 -384
60 -984
-852 -720
-1095 246
-413 919
403 679
503 -15
-20 -245
-292 216
181 626
856 261
841 -628
10 -1086
-799 -611
-785 239
-138 539
253 121
-61 -278
-552 6
-408 692
389 898
1012 246
773 -626
-36 -837
-519 -306
-253 206
216 63
120 -447
-512 -500
-889 162
-449 887
424 875
836 160
457 -446
-118 -354
-153 117
309 201
531 -325
46 -821
-716 -598
-918 207
-354 773
332 578
423 0
-4 -199
-230 180
159 512
716 208
697 -525
7 -906
-660 -516
-659 186
-133 443
194 108
-54 -213
-450 24
-325 579
332 735
839 197
639 -516
-29 -694
-419 -261
-209 156
164 47
80 -360
-429 -396
-725 148
-356 731
352 716
683 134
375 -359
-90 -285
-110 89
260 143
420 -284
11 -671
-600 -474
-746 183
-279 632
271 466
335 1
-3 -144
-169 156
155 404
585 141
546 -450
-20 -734
-546 -401
-527 163
-101 350
146 80
-64 -160
-363 44
-236 482
298 578
684 130
496 -434
-38 -551
-337 -198
-160 117
124 15
35 -295
-371 -292
-574 154
-252 602
313 556
544 84
287 -291
-66 -216
-69 71
219 89
317 -259
-28 -536
-498 -347
-581 177
-194 505
224 354
254 -1
-10 -97
-113 142
158 310
474 77
408 -386
-52 -574
-440 -292
-402 136
-73 267
98 54
-70 -111
-282 69
-154 396
270 436
540 66
364 -358
-48 -422
-258 -145
-109 85
93 -12
-1 -240
-311 -204
-439 158
-163 482
266 416
418 42
205 -223
-51 -152
-29 55
185 39
228 -232
-61 -422
-408 -239
-440 165
-126 392
176 260
182 -7
-14 -54
-67 132
152 231
380 23
292 -325
-71 -441
-351 -200
-293 121
-42 193
67 25
-81 -75
-220 86
-86 329
243 322
421 16
259 -297
-59 -312
-194 -92
-62 61
68 -35
-33 -196
-271 -133
-335 162
-89 386
230 300
319 6
135 -179
-44 -99
-2 50
160 8
160 -211
-86 -326
-338 -148
-323 165
-66 307
149 176
126 -18
-24 -25
-35 123
154 170
303 -20
196 -285
-96 -334
-283 -119
-204 116
-13 136
42 -1
-90 -49
-170 101
-33 273
226 227
329 -32
166 -251
-78 -228
-145 -45
-30 46
56 -52
-56 -161
-236 -77
-245 166
-26 315
214 207
240 -32
79 -142
-43 -56
19 47
143 -18
105 -195
-110 -252
-287 -79
-234 167
-11 244
132 109
83 -31
-33 -9
-12 118
152 126
248 -57
123 -254
-118 -252
-233 -55
-140 115
14 100
24 -19
-91 -34
-137 110
8 231
211 157
258 -68
96 -221
-87 -165
-113 -11
-6 36
43 -61
-70 -134
-208 -34
-183 168
15 257
196 136
181 -56
37 -116
-43 -27
32 43
126 -34
67 -178
-121 -199
-243 -31
-168 162
22 191
120 66
52 -37
-41 4
1 110
147 92
202 -76
73 -229
-126 -190
-196 -16
-93 108
29 74
14 -28
-89 -23
-107 112
32 199
197 110
210 -85
52 -195
-94 -122
-89 12
13 34
38 -63
-72 -117
-187 -9
-140 163
45 218
180 91
145 -75
10 -104
-44 -10
35 49
115 -42
44 -166
-128 -161
-216 0
-124 158
45 164
111 34
33 -49
-47 10
6 103
136 73
173 -85
43 -205
-132 -155
-174 12
-64 111
40 59
16 -37
-85 -19
-92 108
43 176
187 80
175 -98
22 -179
-104 -92
-79 29
20 38
34 -61
-74 -101
-168 10
-107 161
60 188
171 60
120 -80
-9 -95
-47 0
34 43
100 -43
26 -155
-126 -133
-191 23
-92 154
58 136
97 15
25 -46
-43 11
11 90
130 51
144 -88
17 -184
-131 -120
-148 28
-43 104
43 47
12 -36
-76 -11
-68 99
53 149
167 49
141 -101
7 -153
-97 -71
-64 31
20 29
27 -58
-72 -82
-146 17
-83 146
67 160
153 37
96 -80
-15 -83
-42 4
32 36
84 -42
14 -132
-117 -109
-166 33
-73 143
62 121
96 6
20 -47
-41 8
13 81
115 41
124 -86
5 -163
-124 -99
-136 33
-34 98
47 41
14 -35
-69 -10
-64 89
52 135
157 40
124 -99
-3 -141
-93 -61
-64 36
21 33
30 -47
-62 -76
-129 16
-71 134
63 144
141 28
84 -84
-19 -75
-45 4
27 38
78 -36
10 -117
-108 -93
-148 29
-61 132
59 104
88 3
19 -46
-38 7
9 66
97 38
107 -75
1 -143
-107 -85
-116 32
-28 86
39 37
11 -26
-56 -7
-48 77
44 108
129 32
105 -83
-2 -119
-78 -54
-56 26
14 25
21 -37
-53 -58
-104 19
-57 113
56 117
116 25
71 -65
-10 -66
-30 -3
18 24
57 -33
5 -94
-86 -73
-121 25
-51 104
44 88
72 9
17 -35
-25 6
11 51
80 29
89 -64
4 -116
-87 -74
-97 24
-27 72
31 35
14 -19
-43 -4
-41 64
35 91
107 31
91 -65
-1 -104
-66 -45
-49 22
12 22
19 -31
-42 -51
-87 11
-51 93
47 104
103 24
65 -56
-7 -60
-33 -3
16 22
52 -22
12 -80
-75 -65
-108 19
-45 90
40 79
65 9
20 -31
-22 -1
7 45
65 28
77 -49
7 -101
-78 -66
-85 19
-28 63
29 34
13 -12
-36 -6
-36 50
26 75
88 28
78 -55
5 -85
-52 -45
-43 13
3 20
9 -23
-33 -39
-71 7
-42 72
30 79
78 26
56 -38
2 -46
-17 -10
9 14
34 -17
7 -58
-54 -52
-78 10
-37 65
21 62
45 14
21 -18
-11 0
6 28
46 19
58 -34
7 -74
-51 -52
-68 8
-26 43
13 32
10 -2
-21 0
-23 36
21 56
65 19
59 -35
10 -64
-37 -42
-35 5
-2 15
5 -15
-23 -25
-53 7
-32 56
22 64
59 22
45 -27
3 -40
-15 -7
5 9
26 -12
7 -45
-45 -41
-63 8
-35 53
19 50
40 12
17 -15
-7 -5
5 23
37 15
47 -29
5 -59
-41 -45
-53 5
-21 39
11 22
10 -7
-16 -1
-19 28
18 45
53 14
48 -32
7 -53
-27 -32
-27 5
-3 10
5 -9
-19 -20
-39 6
-28 38
17 50
47 19
39 -18
6 -30
-11 -10
2 1
13 -13
3 -29
-30 -28
-45 2
-27 36
7 38
25 12
19 -6
1 -2
5 11
23 8
27 -18
6 -39
-23 -34
-36 -3
-23 22
-1 21
8 8
-5 3
-8 13
6 26
29 13
33 -15
14 -31
-14 -26
-21 0
-11 7
-4 1
-11 -5
-23 4
-16 26
7 33
29 17
30 -8
10 -19
-1 -13
-3 -2
6 -10
2 -18
-19 -18
-27 0
-22 21
3 28
17 12
15 1
2 -5
6 4
17 2
17 -14
2 -26
-21 -20
-28 -3
-16 15
-3 15
2 8
-2 2
-5 13
11 17
24 6
21 -13
7 -25
-12 -17
-11 -7
-6 3
-4 -3
-7 -4
-17 4
-9 18
6 23
19 13
19 -7
8 -13
-3 -12
-2 -5
2 -9
-6 -15
-14 -8
-21 4
-15 17
3 20
12 11
13 2
6 0
7 -3
7 -2
8 -8
4 -13
-9 -14
-15 -6
-14 5
-5 13
-1 9
2 6
3 6
6 5
13 3
11 -4
10 -12
-2 -13
-12 -9
-12 -4
-8 6
-4 5
-3 3
-3 7
0 10
7 8
15 3
15 -9
4 -11
-6 -11
-8 -5
-4 -2
-7 -1
-6 -1
-9 4
-6 10
4 11
11 6
13 -3
5 -8
0 -5
1 -6
-2 -5
-6 -7
-9 -5
-10 1
-8 11
0 12
6 8
11 5
5 0
2 -1
1 -2
4 -5
1 -9
-6 -9
-10 -2
-9 3
-4 6
3 9
5 6
3 -1
5 3
5 3
5 -4
4 -9
-4 -11
-7 -6
-9 1
-3 3
0 5
-1 4
-1 4
1 8
6 6
12 0
9 -7
-1 -8
-3 -6
-4 0
-3 0
-4 2
-4 -2
-9 6
-2 11
6 9
13 2
8 -6
0 -9
3 -4
3 0
6 -6
-3 -6
-10 -3
-11 6
-3 11
8 7
8 1
2 -1
-3 0
5 3
8 -3
6 -9
-4 -12
-14 -6
-11 3
0 9
9 5
1 -5
-6 1
0 8
8 9
11 -2
7 -10
-4 -13
-9 -5
-5 1
6 5
4 -4
-4 -4
-6 3
-4 13
10 10
14 -2
8 -11
-5 -9
-3 -2
1 4
3 -2
-2 -7
-10 -3
-12 4
-1 15
9 7
9 -1
4 -5
0 0
1 3
7 1
6 -9
0 -12
-13 -7
-11 5
-3 10
8 5
3 -1
-2 -3
-7 3
5 6
13 -1
6 -9
-6 -13
-9 -2
-10 3
0 9
2 0
2 -2
-5 4
-2 12
9 11
16 -2
8 -11
-4 -10
-7 -1
-4 5
1 0
1 -7
-12 -3
-12 5
-3 14
9 10
13 0
6 -10
-3 -4
-1 5
1 -1
5 -9
-1 -12
-12 -3
-13 7
0 14
6 7
4 -2
-1 -2
-3 4
5 5
13 0
6 -15
-7 -13
-13 -2
-10 6
-1 8
6 1
-4 -6
-6 -2
-1 9
8 11
12 -3
9 -14
-4 -10
-9 -1
-2 3
3 2
0 -8
-8 -6
-10 7
-2 14
12 9
15 -1
7 -10
0 -7
-3 2
2 0
5 -7
-1 -10
-15 -6
-13 8
-1 12
7 5
10 0
2 -3
-2 1
3 6
9 -3
9 -9
-4 -13
-17 -6
-11 7
-4 9
6 7
1 -4
-4 2
-1 9
5 9
13 -1
10 -10
-4 -12
-11 -5
-7 1
-1 1
2 -1
-3 -2
-10 3
-4 13
10 11
13 0
5 -12
-1 -7
-3 -1
0 4
7 -3
-2 -9
-13 -7
-11 7
-2 13
8 10
10 0
5 0
-1 1
3 5
12 0
7 -11
-1 -14
-12 -7
-12 8
0 11
5 5
2 -1
-4 3
-1 6
6 9
11 -1
10 -13
-2 -14
-8 -4
-6 3
1 4
-3 -3
-7 -4
-13 5
-5 13
11 11
14 -1
6 -9
-3 -6
-5 -2
3 3
4 -6
-2 -8
-7 -3
-11 6
-5 13
9 11
9 -2
2 -4
-3 0
3 2
10 1
6 -9
-3 -14
-12 -6
-9 3
-1 8
5 4
1 1
-5 1
-1 6
7 7
11 -2
10 -11
-3 -15
-11 -7
-7 3
1 3
0 -1
-6 -2
-9 5
-2 13
7 11
14 0
7 -7
-1 -8
-1 0
0 -1
3 -2
0 -9
-10 -6
-10 6
-4 11
6 10
8 -1
3 -3
-3 -1
2 4
5 -2
8 -10
-4 -13
-10 -7
-7 4
-3 10
2 5
-1 -1
-2 1
-3 9
8 9
12 1
8 -7
-4 -10
-6 -1
-8 4
1 0
1 -1
-5 -3
-7 5
-4 12
6 7
10 0
9 -7
-1 -4
-4 -1
1 1
4 -3
-1 -9
-10 -6
-11 5
-3 12
7 9
6 0
3 -3
1 1
3 4
9 1
7 -7
-3 -11
-9 -3
-6 4
-4 6
7 4
0 -3
-4 2
-4 6
8 8
10 -1
8 -11
-4 -10
-6 0
-6 3
-1 4
-1 -3
-5 -3
-8 7
-7 9
8 11
13 -1
5 -9
-4 -5
-3 1
4 0
3 -3
-2 -7
-11 -4
-6 7
-3 11
7 9
11 0
0 -2
-1 -4
4 4
8 -1
4 -5
-6 -12
-13 -5
-8 5
-1 7
4 3
-1 1
-5 2
-3 7
8 11
9 -3
5 -10
-2 -9
-9 -3
-3 4
3 0
-3 -2
-6 -3
-9 5
2 11
10 5
11 0
2 -7
-3 -8
-4 0
1 2
2 -5
-4 -6
-12 -3
-6 5
-3 13
7 5
6 -4
2 -4
-2 -2
4 4
6 1
4 -7
-3 -10
-9 -2
-8 5
-2 7
4 1
1 -1
-1 4
-1 5
8 7
11 -5
7 -8
-4 -12
-10 -1
-5 5
1 3
1 -3
-6 0
-7 5
1 12
9 8
12 -2
1 -8
0 -7
-1 -1
2 2
5 -3
-4 -8
-13 -5
-8 7
-1 8
6 7
7 -3
0 -5
-4 1
5 5
9 2
7 -7
-8 -9
-12 -2
-6 7
0 6
6 4
0 -4
-3 1
-4 9
5 3
14 -3
4 -12
-4 -10
-7 -2
-4 4
0 2
-1 -5
-7 -5
-8 4
3 11
10 7
7 -2
3 -9
-3 -7
-4 4
4 5
5 -5
-2 -7
-11 -3
-12 8
-1 10
7 6
5 -4
0 -6
-4 1
2 6
8 -1
3 -9
-1 -7
-12 -3
-5 8
2 8
3 2
-1 -2
-7 -1
-3 10
3 8
12 -1
7 -11
-7 -9
-10 0
-4 8
4 3
4 -4
-7 -3
-8 8
0 14
8 5
13 -1
2 -8
-5 -6
-6 5
1 -1
7 -3
-3 -9
-12 -2
-11 5
1 15
11 6
7 -6
0 -5
-5 -2
3 6
7 2
4 -7
-4 -12
-14 -4
-8 9
3 12
8 2
0 -2
-5 1
-3 3
5 3
13 -3
6 -15
-7 -9
-10 1
-4 7
1 1
3 -6
-6 -6
-9 6
-1 12
11 7
13 -3
4 -11
-7 -4
-6 2
1 3
6 -7
2 -8
-8 -3
-10 8
1 12
11 6
7 -6
0 -5
-5 1
1 5
9 1
7 -9
-7 -12
-10 -2
-8 10
5 9
4 -2
2 -6
-5 -3
-6 6
6 8
16 -3
3 -11
-8 -8
-10 0
-4 11
5 6
2 -3
-4 -7
-7 2
0 13
11 11
14 -2
1 -12
-9 -8
-7 1
2 2
7 -3
-1 -8
-9 -2
-10 6
-2 14
11 6
11 -6
3 -5
-2 0
1 5
8 3
7 -7
-4 -12
-11 -1
-9 9
5 11
6 0
5 -2
-6 -6
-6 8
5 8
13 -3
6 -15
-9 -13
-12 -1
-2 7
4 7
3 -6
-3 -6
-10 4
-3 12
6 7
13 -4
4 -13
-5 -7
-3 3
5 8
7 -3
1 -10
-9 -5
-14 8
-1 15
12 7
9 -5
-2 -6
-3 -2
3 6
11 4
9 -8
-3 -13
-12 -3
-11 7
5 14
9 1
3 -8
-5 -3
-6 6
8 9
12 -2
7 -13
-9 -11
-11 -2
-4 6
5 5
6 -4
-5 -8
-11 2
-5 13
11 11
12 -4
6 -12
-8 -7
-9 4
1 6
7 -3
2 -11
-10 -6
-12 8
0 14
13 7
12 -6
-3 -8
-7 -1
0 9
9 3
11 -9
-5 -17
-16 -3
-11 10
4 14
10 2
7 -7
-7 -3
-6 9
6 10
14 -2
6 -11
-8 -14
-13 0
-6 7
4 6
6 -8
-6 -7
-8 0
-3 11
10 12
14 -6
5 -10
-5 -7
-9 1
2 6
5 -3
-2 -9
-12 -6
-13 7
0 13
9 8
8 -6
2 -7
-9 -3
-1 5
9 4
9 -12
-5 -13
-15 -7
-10 11
1 10
9 2
5 -8
-7 -4
-7 7
4 12
13 -1
8 -10
-5 -11
-13 0
-7 9
5 6
6 -5
-3 -5
-13 2
-4 12
12 11
15 -6
4 -11
-7 -9
-8 3
2 5
5 1
4 -10
-12 -4
-12 6
1 15
8 7
12 -5
-2 -9
-4 -2
-2 5
6 4
8 -8
-3 -15
-15 -3
-15 8
2 15
10 3
4 -8
-5 -5
-5 6
3 13
13 0
5 -12
-5 -14
-13 -2
-3 9
5 8
5 -3
-3 -7
-10 0
-5 12
10 9
12 -4
4 -12
-5 -9
-7 3
-2 7
9 -2
2 -8
-9 -7
-12 6
-1 15
13 9
12 -4
3 -6
-6 -2
-2 8
5 1
8 -9
-3 -13
-15 -4
-10 13
1 13
13 3
4 -4
-8 -4
-6 7
5 10
14 1
8 -10
-7 -11
-9 0
-5 11
6 9
3 -3
-3 -6
-9 1
-4 10
9 10
15 -2
3 -15
-11 -5
-7 -1
-2 8
5 -2
-2 -11
-10 -3
-11 6
-1 13
14 9
12 -6
-2 -7
-6 -1
-3 8
10 4
7 -6
-3 -13
-14 -4
-10 8
2 10
9 1
4 -5
-3 -4
-6 5
3 12
14 1
9 -12
-5 -12
-11 -1
-7 8
1 7
3 -5
-4 -7
-10 3
-5 12
10 8
14 -3
5 -13
-6 -7
-7 2
0 8
6 -1
3 -8
-9 -7
-13 8
-1 14
10 7
12 -4
-1 -6
-6 -2
0 7
8 2
7 -9
-5 -14
-10 -3
-10 8
1 9
9 1
5 -8
-4 -6
-8 6
3 9
13 2
6 -9
-6 -14
-12 -1
-2 8
7 5
6 -3
0 -6
-9 1
-6 9
8 11
9 -2
6 -9
-4 -7
-7 3
0 8
10 2
2 -8
-12 -5
-15 6
0 10
9 8
10 -5
2 -10
-7 -1
-4 6
11 5
7 -6
-3 -13
-13 -4
-9 7
0 13
7 3
4 -5
-7 -5
-8 8
3 11
12 1
8 -9
-6 -9
-15 -2
-6 8
4 4
5 -5
-1 -10
-10 0
-2 10
8 12
13 1
5 -12
-4 -10
-7 0
-2 8
6 0
4 -12
-7 -6
-13 3
-1 13
8 7
9 -4
0 -10
-7 0
-1 6
9 4
9 -5
-2 -14
-13 -5
-10 6
0 12
9 3
2 -5
-7 -3
-5 6
3 9
12 1
6 -9
-6 -10
-10 -3
-7 5
5 6
5 -3
-5 -7
-12 3
-3 9
8 10
13 -2
1 -9
-3 -8
-10 5
1 7
8 -1
2 -7
-8 -7
-11 4
0 13
7 6
10 -2
-1 -6
-9 -1
-2 8
8 9
10 -6
-4 -13
-10 -3
-8 6
4 12
8 3
3 -6
-8 -4
-7 9
2 10
13 0
11 -13
-3 -9
-9 -1
-7 8
5 5
6 -4
-5 -7
-9 4
-6 10
5 9
11 -1
6 -10
-4 -5
-7 3
1 6
9 -1
4 -6
-10 -7
-12 2
-2 16
8 7
8 -6
-2 -7
-6 0
-3 10
5 2
7 -3
-1 -13
-9 -5
-10 6
3 11
11 2
3 -8
-7 -4
-10 5
4 9
11 0
7 -9
-4 -13
-11 1
-2 9
5 6
5 -3
-5 -9
-7 1
-3 9
9 6
8 -2
6 -10
-5 -3
-7 3
2 6
7 0
2 -8
-8 -5
-10 4
2 12
8 7
9 -1
1 -7
-7 -2
0 5
4 2
5 -7
0 -10
-9 -4
-7 5
2 8
6 2
3 -7
-7 -4
-9 4
3 5
8 3
6 -6
-4 -10
-9 -2
-4 7
1 3
4 -1
-2 -7
-9 -1
-5 5
4 8
11 0
3 -6
-5 -7
-8 1
0 8
4 -3
2 -7
-5 -4
-9 3
-4 9
8 5
8 -2
-1 -7
-7 1
-2 6
7 5
11 -4
2 -11
-9 -6
-9 6
-2 10
7 3
3 -4
-3 -2
-7 3
0 9
8 0
8 -11
-6 -8
-7 -3
-6 5
6 4
6 -4
-4 -7
-8 -2
-6 7
5 7
10 -3
4 -9
-3 -6
-7 0
2 6
4 1
5 -9
-7 -5
-7 1
-3 10
8 9
7 -1
0 -7
-8 2
0 6
4 3
8 -3
1 -12
-9 -5
-9 4
0 6
8 1
2 -6
-5 -2
-5 5
0 6
10 1
9 -8
-2 -7
-10 -2
-2 6
5 3
6 -4
-2 -6
-8 -1
-1 8
3 6
10 0
4 -9
-5 -2
-5 2
0 5
7 -1
5 -6
-5 -8
-11 5
-4 8
6 1
9 -2
0 -6
-5 1
0 4
3 3
8 -4
-1 -9
-8 -7
-8 4
0 7
5 2
2 -6
-3 -6
-7 6
1 8
7 7
6 -7
-3 -9
-9 -3
-4 3
2 5
7 -2
-2 -8
-7 -1
-2 7
3 10
8 1
7 -7
-5 -4
-7 2
1 6
4 3
2 -8
-4 -6
-10 1
0 8
5 5
8 0
1 -6
-5 1
-2 5
5 3
7 -3
-1 -9
-7 -5
-7 2
-2 7
4 3
4 -3
-5 -4
-4 4
-1 9
9 5
7 -4
-4 -8
-8 -3
-5 4
0 5
3 -2
0 -7
-9 -2
-5 6
2 9
7 2
2 -3
-4 -3
-6 1
-1 5
3 2
5 -6
-5 -3
-7 1
-6 7
5 3
8 2
3 -3
-1 -1
-4 5
2 7
6 -1
2 -6
-7 -6
-6 5
0 6
4 2
2 -2
-4 -5
-4 4
0 7
7 6
6 -3
0 -6
-11 -3
-3 3
4 5
5 -3
-2 -4
-5 -1
-7 6
0 9
8 1
2 -3
-2 -5
-4 1
-1 4
4 0
1 -5
-6 -4
-7 2
-4 5
5 5
7 -1
1 -3
-4 -1
-1 4
3 7
7 -4
5 -6
-7 -5
-6 1
0 6
7 1
2 -5
-2 -7
-5 2
-2 7
6 3
5 -2
1 -8
-4 0
-5 1
1 6
4 2
0 -4
-5 -5
-6 3
2 6
5 4
4 -3
-2 -5
-3 2
0 6
6 -1
5 -4
-3 -6
-7 -6
-3 5
0 5
6 0
0 -4
-4 0
-3 3
2 4
3 1
5 -8
-3 -5
-2 1
1 4
5 1
0 -1
-3 -5
-6 2
-1 6
1 6
6 -4
3 -6
-3 0
-4 3
4 5
6 -1
2 -1
-5 -1
-4 3
1 5
3 1
6 -9
-2 -3
-6 1
-1 4
4 2
2 -2
-2 -4
-8 0
-3 4
1 6
5 0
1 -2
-4 -1
-3 2
5 5
3 -1
1 -7
-4 -4
-6 1
-1 5
3 5
2 -1
-2 -1
-2 0
-1 3
4 3
5 0
-1 -5
-4 -3
-2 2
1 2
5 -3
-1 -3
-4 -1
-3 3
0 4
2 4
4 -2
0 -4
-1 2
3 0
4 4
5 -5
-2 -5
-7 3
-4 2
3 5
2 -1
1 -6
-1 -3
-2 2
2 2
6 0
1 -7
-3 -4
-5 -1
-1 4
4 1
3 1
-2 -2
-3 -1
-3 5
1 3
8 0
1 -2
-2 -3
-4 1
3 4
2 2
5 -2
-1 -3
-4 3
1 3
3 1
3 -3
-1 -5
-4 0
1 3
1 2
4 -4
2 -5
-7 -3
-4 1
2 3
1 0
0 -5
-2 -3
-5 1
4 4
4 -1
5 -5
1 -4
-4 -4
-2 3
2 1
1 -5
1 -2
-5 1
-7 5
4 2
5 -1
4 -1
-2 -4
0 0
3 3
3 3
1 -2
-3 -2
-4 1
-3 7
4 1
5 -2
-3 -5
-2 -3
2 2
-1 -2
2 -2
1 -2
-2 -3
-4 0
-1 2
1 2
2 -3
-5 -4
-4 3
